text,label
"omg Avanga ellarum same thaan, useless.  #lol",0
Dost sathe garba karela 🎉,1
Nalla rasam undayirunnu. 😎,1
Oder dekhe ekhane ashte ichhe kore na.,0
idk Majja avi gayi yaar 😍,1
bruh Tui akdom pagol naki? 😭 #savage,2
Majja avi gayi yaar 😍,1
Faltu ma na bol ne!,2
idk Oru vattam koodi kandupidikkanam ivide. 😠 🔥 #lol,0
Nee romba irritating da 🤬,2
sis Poyi valarnnu vaa da! 😒 😡 #life,2
Edo matladtunnadu pakkalo 😒 😡,2
bruh Ane ena jivata hoy to problem che.  #toxic,0
lol That was dumb af bro 🙄 👎,2
Avide karikal onnum venda. 🔥 #fail,0
bro People like you are the worst. Disgusting. 👎,0
Eda thettu parayanam! 🔥,2
wtf Faltu ma na bol ne!  #mood,2
omg Nalla rasam undayirunnu.,1
Tor matha thik ache? 😂,2
lol Oder community er kono jayga nei ekhane. 😡,0
Nee onnum ariyilla alle 😑 🙄 #toxic,2
sis What a game! Loved it 🔥,1
Nee brain unda?,2
Faltu ma na bol ne!,2
Ki faltu gatha korchis re!,2
Cafe il poyi chaya kudichu ☕ 👎 #savage,1
sis Kya faltu baatein kar raha hai 😑 👎 #toxic,2
wtf That was dumb af bro 🙄 👎 #fail,2
Avi mentality waala loko kharab che. 😂,0
lol Tari vaat samdi ne hasi avi gayi 🤣,2
What a game! Loved it 🔥  #funny,1
Ei dhoroner lokera khub baje.  #lol,0
Oru vattam koodi kandupidikkanam ivide. 😠 😤,0
Avi mentality waala loko kharab che.  #mood,0
idk Vallaki place ledu ikkada.,0
Cricket match mast tha! 😂,1
bruh Facebook e ekta nice post dekhlam. 🔥,1
Tari vaat samdi ne hasi avi gayi 🤣,2
wtf Tari vaat samdi ne hasi avi gayi 🤣  #life,2
wtf Friends tho hangout super ga undhi. 🙄,1
Innu college nannayirunnu 😄  #savage,1
Innu college nannayirunnu 😄 😤,1
Ane ena jivata hoy to problem che. 😤,0
lol Avi mentality waala loko kharab che.  #mood,0
Dost sathe garba karela 🎉 🙄,1
wtf Avide karikal onnum venda. 👍,0
Friends tho hangout super ga undhi.,1
Class la nalla fun pannom. 💯 #lol,1
bro Nee romba irritating da 🤬 🙄 #fail,2
idk Inka hona hi problem hai.,0
Ajke raat bhalo lagche 😌  #funny,1
Enna da pannra? Waste fellow! 😂,2
bro Tari vaat samdi ne hasi avi gayi 🤣 😭,2
Tane kai samajh pade che? 😤 😭,2
sis Cafe il poyi chaya kudichu ☕,1
smh Tum jaise log desh ke liye threat ho.,0
You're such a loser 😤  #fail,2
Tui akdom pagol naki?  #lol,2
Kya faltu baatein kar raha hai 😑,2
Ninna movie chala bagundhi.,1
idk Faltu ma na bol ne!,2
lmao Inko coffee tho chill 😎,1
"Avanga ellarum same thaan, useless. 💯",0
Tari vaat samdi ne hasi avi gayi 🤣,2
sis Ninna movie chala bagundhi. 😂,1
Un community ku inga edam illa. 😎,0
Oru vattam koodi kandupidikkanam ivide. 😠 😂 #funny,0
Kya faltu baatein kar raha hai 😑 😤,2
Class la nalla fun pannom. 😡,1
Nee onnum ariyilla alle 😑 😂 #lol,2
idk Innu college nannayirunnu 😄,1
lol Ei dhoroner lokera khub baje.  #toxic,0
wtf Aaj mausam suhana hai 😍 😭 #funny,1
Had a great day today 😊,1
Bakwaas band kar idiot!  #toxic,2
lmao Nethu movie super da 😍 😤 #funny,1
omg Dost sathe garba karela 🎉 😡 #funny,1
wtf Tane kai samajh pade che? 😤,2
lmao Nee onnum ariyilla alle 😑 😎 #life,2
sis Avi mentality waala loko kharab che.  #life,0
smh Pichhodu la undev 😠 😤 #fail,2
smh Chilling with friends #goodvibes,1
bruh Had a great day today 😊,1
smh Ki faltu gatha korchis re!,2
idk Innu college nannayirunnu 😄 🔥,1
A community tho matladadam waste.,0
Bakwaas band kar idiot! 😤 #lol,2
Dost sathe garba karela 🎉,1
Chilling with friends #goodvibes 😎,1
Tui akdom pagol naki?,2
sis Faltu ma na bol ne! 😂 #toxic,2
That was dumb af bro 🙄 😤,2
Tor matha thik ache? 🔥,2
lol Avide karikal onnum venda. 🙄,0
omg Cafe il poyi chaya kudichu ☕  #life,1
Tari vaat samdi ne hasi avi gayi 🤣 💯,2
Tui akdom pagol naki? 🙄 #life,2
Poyi valarnnu vaa da! 😒  #fail,2
Had a great day today 😊,1
Chilling with friends #goodvibes,1
Ki faltu gatha korchis re! 😭,2
"bro Get out of here, nobody wants your kind. 😭",0
Loosu madhiri pesatha!,2
bro Un community ku inga edam illa.,0
Tu kitna pagal hai bro 😒 👎 #toxic,2
Nee brain unda? 😡 #fail,2
Tane kai samajh pade che? 😤,2
bruh Un community ku inga edam illa. 👍,0
bro Tor matha thik ache? 😂,2
Oder community er kono jayga nei ekhane. 😤,0
omg Ninna movie chala bagundhi. 😎,1
sis Ninna movie chala bagundhi.,1
Oder dekhe ekhane ashte ichhe kore na.,0
Doston ke saath masti kar raha hu!,1
sis Ane ena jivata hoy to problem che.,0
omg Faltu ma na bol ne! 💯,2
Edo matladtunnadu pakkalo 😒 🔥,2
omg Inka hona hi problem hai.,0
lmao Enna da pannra? Waste fellow! 😭,2
bro Nee romba irritating da 🤬,2
A community tho matladadam waste.  #mood,0
wtf A loko to desh ma j nahi joie. 👎,0
Avide karikal onnum venda. 😤 #savage,0
Ajke raat bhalo lagche 😌 😡,1
A loko to desh ma j nahi joie.  #mood,0
Cinemata darun chhilo! 😭,1
sis Oru vattam koodi kandupidikkanam ivide. 😠,0
bruh Inka hona hi problem hai. 🙄,0
omg Majja avi gayi yaar 😍  #mood,1
bruh Nalla rasam undayirunnu. 😡 #funny,1
idk Tu kitna pagal hai bro 😒 😎,2
sis Can't believe u said that. Idiot! 😤,2
Iniki lunch biriyani! 😋 💯,1
Edo matladtunnadu pakkalo 😒 🙄 #life,2
Ninna movie chala bagundhi. 😂,1
idk Poyi valarnnu vaa da! 😒 🙄 #funny,2
omg You're such a loser 😤  #lol,2
lol Majja avi gayi yaar 😍 💯,1
idk Edo matladtunnadu pakkalo 😒,2
omg Aaj mausam suhana hai 😍  #fail,1
omg Apni community leke chale jao yahan se.,0
lol Had a great day today 😊,1
lmao Tu kitna pagal hai bro 😒 💯,2
Can't believe u said that. Idiot!,2
omg Pichhodu la undev 😠 😎,2
bro Kya faltu baatein kar raha hai 😑,2
Un community ku inga edam illa.,0
Aaj mausam suhana hai 😍,1
sis Dost sathe garba karela 🎉,1
lmao Ei dhoroner lokera khub baje.,0
"Get out of here, nobody wants your kind. 💯",0
lol Un community ku inga edam illa.,0
Can't believe u said that. Idiot!,2
People like you are the worst. Disgusting. 👍 #life,0
People like you are the worst. Disgusting.,0
Nethu movie super da 😍  #lol,1
lmao That was dumb af bro 🙄,2
wtf Loosu madhiri pesatha! 👍 #fail,2
Aaj mausam suhana hai 😍  #fail,1
"lol Get out of here, nobody wants your kind.  #lol",0
Pichhodu la undev 😠 😎,2
wtf Eda thettu parayanam!,2
bruh Ei dhoroner lokera khub baje.,0
sis Enna da pannra? Waste fellow! 😤,2
Nee romba irritating da 🤬,2
Doston ke saath masti kar raha hu!,1
smh People like you are the worst. Disgusting.,0
Inko coffee tho chill 😎 🔥,1
bro Oder community er kono jayga nei ekhane.,0
idk Avide karikal onnum venda.,0
idk Oder community er kono jayga nei ekhane.  #lol,0
Nalla rasam undayirunnu.,1
Had a great day today 😊 😎,1
Cricket match mast tha!,1
Inka hona hi problem hai. 😡,0
Kya faltu baatein kar raha hai 😑 😎,2
smh Ninna movie chala bagundhi.,1
Avi mentality waala loko kharab che. 😭,0
lmao Innu college nannayirunnu 😄 😭,1
bruh Aayana laanti vaallu problem. 😡,0
Tane kai samajh pade che? 😤 😤,2
Oder community er kono jayga nei ekhane.,0
bro Un community ku inga edam illa.  #toxic,0
Tane kai samajh pade che? 😤,2
sis Cafe il poyi chaya kudichu ☕,1
bro Edo matladtunnadu pakkalo 😒  #mood,2
lol Inka hona hi problem hai.  #mood,0
lol Can't believe u said that. Idiot! 😭,2
bruh Nee romba irritating da 🤬,2
bro Avide karikal onnum venda. 💯,0
idk Had a great day today 😊 👎 #life,1
Friends tho hangout super ga undhi.,1
Tu kitna pagal hai bro 😒 💯,2
lol Oder dekhe ekhane ashte ichhe kore na.  #mood,0
sis Inka hona hi problem hai. 😡 #mood,0
smh Edo matladtunnadu pakkalo 😒 😤 #funny,2
smh Tum jaise log desh ke liye threat ho. 👎,0
sis Nethu movie super da 😍 😭 #savage,1
sis Ki faltu gatha korchis re!  #funny,2
lmao Nethu movie super da 😍,1
omg Aayana laanti vaallu problem. 😡,0
sis Inko coffee tho chill 😎,1
smh Kya faltu baatein kar raha hai 😑 😎,2
"Get out of here, nobody wants your kind. 😡",0
Eda thettu parayanam! 😂,2
Aayana laanti vaallu problem. 😡  #savage,0
"Get out of here, nobody wants your kind.",0
Ajke raat bhalo lagche 😌,1
bro Bakwaas band kar idiot!,2
Nee brain unda?,2
Ninna movie chala bagundhi. 😡,1
Nee onnum ariyilla alle 😑  #toxic,2
Avi mentality waala loko kharab che.  #life,0
lol Innu college nannayirunnu 😄  #savage,1
wtf Tu kitna pagal hai bro 😒,2
A community tho matladadam waste. 😭 #toxic,0
smh Tane kai samajh pade che? 😤,2
idk Cinemata darun chhilo! 😡,1
omg Oder community er kono jayga nei ekhane.,0
sis Edo matladtunnadu pakkalo 😒 😂,2
omg Aayana laanti vaallu problem. 😡 😭 #funny,0
smh Iniki lunch biriyani! 😋,1
Nee romba irritating da 🤬 😤,2
idk Ninna movie chala bagundhi. 🙄,1
bruh Ninna movie chala bagundhi.  #funny,1
A community tho matladadam waste. 🙄,0
What a game! Loved it 🔥 😡,1
sis Inka hona hi problem hai. 💯,0
Doston ke saath masti kar raha hu!  #toxic,1
omg Oru vattam koodi kandupidikkanam ivide. 😠 😡,0
A loko to desh ma j nahi joie.,0
omg Ei dhoroner lokera khub baje.  #lol,0
wtf Tu kitna pagal hai bro 😒 💯 #savage,2
Class la nalla fun pannom.,1
lmao Friends tho hangout super ga undhi. 👎 #lol,1
Bakwaas band kar idiot!  #funny,2
lmao Doston ke saath masti kar raha hu! 😂,1
Aaj mausam suhana hai 😍 🙄,1
wtf A loko to desh ma j nahi joie. 🔥,0
omg Doston ke saath masti kar raha hu!  #life,1
bruh Ane ena jivata hoy to problem che.,0
Ki faltu gatha korchis re!,2
bruh College ni picnic best hati. 🔥,1
A community tho matladadam waste. 🙄,0
smh Apni community leke chale jao yahan se. 😂,0
People like you are the worst. Disgusting. 😡,0
Ei dhoroner lokera khub baje. 👍,0
Bakwaas band kar idiot! 👎 #life,2
Majja avi gayi yaar 😍 😂,1
lmao Poyi valarnnu vaa da! 😒 😭,2
idk You're such a loser 😤 🔥 #fail,2
Un community ku inga edam illa. 😂,0
wtf Nethu movie super da 😍 👍,1
sis Oru vattam koodi kandupidikkanam ivide. 😠,0
lmao Inka hona hi problem hai.,0
bruh Pichhodu la undev 😠,2
Avarude samuham mosham aanallo.,0
College ni picnic best hati.,1
lol Oder community er kono jayga nei ekhane. 😤 #fail,0
sis Bakwaas band kar idiot!,2
Iniki lunch biriyani! 😋,1
Dost sathe garba karela 🎉 💯 #funny,1
Cafe il poyi chaya kudichu ☕,1
lol Ki faltu gatha korchis re!,2
idk Un community ku inga edam illa.,0
Avanga varatha thadunga. Bad influence. 😎,0
Had a great day today 😊 😤,1
wtf Cricket match mast tha!,1
Bakwaas band kar idiot!,2
wtf Class la nalla fun pannom. 😂 #fail,1
lmao This community should be banned!,0
Ajke raat bhalo lagche 😌 😂,1
omg This community should be banned! 💯 #fail,0
bro Ane ena jivata hoy to problem che.,0
sis Vallaki place ledu ikkada.,0
Avarude samuham mosham aanallo. 👎,0
smh Un community ku inga edam illa.,0
lmao Enna da pannra? Waste fellow! 🙄 #mood,2
smh Kya faltu baatein kar raha hai 😑 😭,2
bro Apni community leke chale jao yahan se. 😤 #toxic,0
Un community ku inga edam illa. 😤,0
"Avanga ellarum same thaan, useless.",0
bro Oder dekhe ekhane ashte ichhe kore na. 😭,0
Majja avi gayi yaar 😍,1
idk Oder dekhe ekhane ashte ichhe kore na. 😂,0
bro Un community ku inga edam illa. 😡 #funny,0
A loko to desh ma j nahi joie.  #mood,0
bro That was dumb af bro 🙄,2
smh Friends tho hangout super ga undhi. 🙄,1
bruh Ki faltu gatha korchis re!,2
omg That was dumb af bro 🙄,2
Apni community leke chale jao yahan se.,0
smh Faltu ma na bol ne! 🔥,2
bro Ei dhoroner lokera khub baje. 👎 #savage,0
idk Avarude samuham mosham aanallo. 😤,0
Friends tho hangout super ga undhi. 🙄,1
bro Nee brain unda?  #savage,2
wtf Cricket match mast tha!,1
bro Ajke raat bhalo lagche 😌  #mood,1
smh Doston ke saath masti kar raha hu! 😂,1
sis Avide karikal onnum venda. 😭,0
Doston ke saath masti kar raha hu!,1
Tor matha thik ache? 👎,2
Tui akdom pagol naki? 🔥,2
smh This community should be banned! 💯,0
bro Majja avi gayi yaar 😍,1
Majja avi gayi yaar 😍 💯,1
Avanga varatha thadunga. Bad influence.,0
"Avanga ellarum same thaan, useless. 🔥",0
Majja avi gayi yaar 😍 😎,1
A loko to desh ma j nahi joie. 😭 #mood,0
idk Innu college nannayirunnu 😄  #savage,1
"omg Avanga ellarum same thaan, useless. 👍 #toxic",0
Enna da pannra? Waste fellow!,2
Tari vaat samdi ne hasi avi gayi 🤣  #savage,2
Aaj mausam suhana hai 😍  #life,1
idk This community should be banned!,0
Tari vaat samdi ne hasi avi gayi 🤣  #savage,2
lol Poyi valarnnu vaa da! 😒,2
Apni community leke chale jao yahan se.,0
Ane ena jivata hoy to problem che.,0
idk Innu college nannayirunnu 😄 🙄,1
wtf Ki faltu gatha korchis re!,2
Ei dhoroner lokera khub baje.,0
Tum jaise log desh ke liye threat ho. 👎,0
Tane kai samajh pade che? 😤,2
"wtf Get out of here, nobody wants your kind.  #funny",0
Cricket match mast tha!  #fail,1
That was dumb af bro 🙄,2
wtf Had a great day today 😊,1
Friends tho hangout super ga undhi.,1
lmao Tui akdom pagol naki?  #fail,2
Oder community er kono jayga nei ekhane. 👎,0
smh Aaj mausam suhana hai 😍  #mood,1
bro Tu kitna pagal hai bro 😒 😎,2
"Get out of here, nobody wants your kind.",0
A loko to desh ma j nahi joie. 😤 #mood,0
Majja avi gayi yaar 😍  #toxic,1
omg Had a great day today 😊 😡,1
wtf Ninna movie chala bagundhi.,1
bro Inka hona hi problem hai. 🔥,0
Inko coffee tho chill 😎 😭,1
lol Cinemata darun chhilo! 😎,1
sis Ninna movie chala bagundhi. 😭 #toxic,1
wtf Ei dhoroner lokera khub baje.,0
Had a great day today 😊,1
Enna da pannra? Waste fellow! 😡,2
wtf This community should be banned!,0
A loko to desh ma j nahi joie.,0
Chilling with friends #goodvibes,1
Doston ke saath masti kar raha hu!,1
What a game! Loved it 🔥 🙄,1
Nee onnum ariyilla alle 😑,2
Cinemata darun chhilo! 😡,1
Kya faltu baatein kar raha hai 😑 😭,2
Tum jaise log desh ke liye threat ho.,0
smh Cricket match mast tha! 😤,1
Vallaki place ledu ikkada.,0
bruh Oru vattam koodi kandupidikkanam ivide. 😠,0
Inka hona hi problem hai. 🔥,0
Avanga varatha thadunga. Bad influence. 🔥,0
Tor matha thik ache?,2
This community should be banned! 😎,0
Nalla rasam undayirunnu.,1
What a game! Loved it 🔥,1
Nethu movie super da 😍  #life,1
Pichhodu la undev 😠 👎,2
sis Avi mentality waala loko kharab che. 😡 #fail,0
idk Ei dhoroner lokera khub baje. 👍,0
idk Tane kai samajh pade che? 😤  #toxic,2
lol Tui akdom pagol naki? 💯,2
Majja avi gayi yaar 😍,1
Nee brain unda? 😭,2
lol Faltu ma na bol ne! 👍 #toxic,2
Inka hona hi problem hai.  #life,0
idk Poyi valarnnu vaa da! 😒,2
omg Cricket match mast tha! 😭,1
Ane ena jivata hoy to problem che. 👎 #savage,0
sis Vallaki place ledu ikkada.  #life,0
sis Ei dhoroner lokera khub baje. 😤,0
sis Faltu ma na bol ne!,2
wtf Majja avi gayi yaar 😍 🔥,1
Enna da pannra? Waste fellow!,2
"bruh Avanga ellarum same thaan, useless. 👍 #funny",0
sis Edo matladtunnadu pakkalo 😒 👎,2
Class la nalla fun pannom. 😎 #funny,1
College ni picnic best hati.,1
Avarude samuham mosham aanallo. 😡,0
idk Loosu madhiri pesatha!  #toxic,2
idk Vallaki place ledu ikkada. 🙄 #life,0
Ki faltu gatha korchis re! 👍,2
lol Tari vaat samdi ne hasi avi gayi 🤣 👎,2
wtf A community tho matladadam waste.,0
Apni community leke chale jao yahan se.,0
lol Cricket match mast tha! 😂,1
That was dumb af bro 🙄,2
A community tho matladadam waste.  #fail,0
Avarude samuham mosham aanallo. 👎,0
smh Tui akdom pagol naki?  #lol,2
lol Avide karikal onnum venda.,0
Apni community leke chale jao yahan se.,0
Oru vattam koodi kandupidikkanam ivide. 😠,0
sis Un community ku inga edam illa. 💯 #savage,0
Nee onnum ariyilla alle 😑 👍,2
Apni community leke chale jao yahan se. 👍 #life,0
What a game! Loved it 🔥 😭,1
lol That was dumb af bro 🙄,2
omg Poyi valarnnu vaa da! 😒 😎,2
omg What a game! Loved it 🔥,1
bro Cafe il poyi chaya kudichu ☕ 😎 #lol,1
sis Friends tho hangout super ga undhi.  #lol,1
Avide karikal onnum venda. 😭,0
sis A community tho matladadam waste. 😡,0
lol Dost sathe garba karela 🎉,1
Oder community er kono jayga nei ekhane.  #funny,0
sis Friends tho hangout super ga undhi. 💯,1
lol Oder dekhe ekhane ashte ichhe kore na.  #toxic,0
lmao Bakwaas band kar idiot! 💯 #fail,2
Avarude samuham mosham aanallo.,0
Inko coffee tho chill 😎 🔥 #life,1
smh Tane kai samajh pade che? 😤 😂,2
sis Nee romba irritating da 🤬 😭,2
Tari vaat samdi ne hasi avi gayi 🤣,2
bro Nee romba irritating da 🤬 😡,2
lol Innu college nannayirunnu 😄,1
Aayana laanti vaallu problem. 😡  #toxic,0
lol Un community ku inga edam illa.,0
Avanga varatha thadunga. Bad influence.  #savage,0
lol Cafe il poyi chaya kudichu ☕,1
Tor matha thik ache? 👎,2
lmao What a game! Loved it 🔥,1
Edo matladtunnadu pakkalo 😒  #mood,2
Nalla rasam undayirunnu.,1
sis Tu kitna pagal hai bro 😒,2
bro Tane kai samajh pade che? 😤 👍 #fail,2
Kya faltu baatein kar raha hai 😑,2
Un community ku inga edam illa.  #lol,0
Loosu madhiri pesatha!  #life,2
Nalla rasam undayirunnu.,1
"lmao Avanga ellarum same thaan, useless.",0
Tui akdom pagol naki? 😂 #mood,2
Can't believe u said that. Idiot! 💯,2
lol Iniki lunch biriyani! 😋 😎,1
bruh Class la nalla fun pannom.,1
You're such a loser 😤,2
wtf Faltu ma na bol ne!,2
bruh Cricket match mast tha! 🙄,1
sis Can't believe u said that. Idiot! 🙄 #mood,2
Inko coffee tho chill 😎  #fail,1
"sis Get out of here, nobody wants your kind. 🙄 #savage",0
Tui akdom pagol naki?  #savage,2
You're such a loser 😤 😎,2
smh Tane kai samajh pade che? 😤,2
Enna da pannra? Waste fellow! 💯,2
Cafe il poyi chaya kudichu ☕,1
Apni community leke chale jao yahan se.,0
idk Avarude samuham mosham aanallo. 😎,0
sis Iniki lunch biriyani! 😋 😭,1
bruh A community tho matladadam waste.,0
Iniki lunch biriyani! 😋  #life,1
Tane kai samajh pade che? 😤,2
"lol Get out of here, nobody wants your kind.  #lol",0
Ki faltu gatha korchis re! 😎,2
omg Chilling with friends #goodvibes,1
Facebook e ekta nice post dekhlam.  #lol,1
