text,label
lmao Ki faltu gatha korchis re!,offensive
You're such a loser 😤,offensive
smh Can't believe u said that. Idiot!,offensive
lol Ane ena jivata hoy to problem che. 🙄 #funny,hate_speech
lol Aaj mausam suhana hai 😍,neutral
lmao Innu college nannayirunnu 😄,neutral
wtf Avarude samuham mosham aanallo.  #lol,hate_speech
idk Cafe il poyi chaya kudichu ☕ 😎,neutral
Inka hona hi problem hai. 😎,hate_speech
Facebook e ekta nice post dekhlam. 🙄,neutral
Ajke raat bhalo lagche 😌,neutral
bro Avi mentality waala loko kharab che.  #toxic,hate_speech
smh Tui akdom pagol naki? 😎,offensive
lol A loko to desh ma j nahi joie.,hate_speech
omg Ei dhoroner lokera khub baje. 😡,hate_speech
lol What a game! Loved it 🔥,neutral
lmao Poyi valarnnu vaa da! 😒  #mood,offensive
"Get out of here, nobody wants your kind.",hate_speech
Tui akdom pagol naki? 👎,offensive
Oru vattam koodi kandupidikkanam ivide. 😠  #fail,hate_speech
Class la nalla fun pannom.  #toxic,neutral
"Get out of here, nobody wants your kind.",hate_speech
Poyi valarnnu vaa da! 😒,offensive
lmao Dost sathe garba karela 🎉,neutral
Nalla rasam undayirunnu. 😎,neutral
lol Un community ku inga edam illa. 👎,hate_speech
Nee romba irritating da 🤬 😎,offensive
Tum jaise log desh ke liye threat ho.,hate_speech
Tari vaat samdi ne hasi avi gayi 🤣 😎,offensive
Chilling with friends #goodvibes 🙄,neutral
Ajke raat bhalo lagche 😌,neutral
"smh Get out of here, nobody wants your kind. 😭",hate_speech
Bakwaas band kar idiot! 🔥 #mood,offensive
Class la nalla fun pannom.,neutral
Innu college nannayirunnu 😄 👎,neutral
idk Apni community leke chale jao yahan se.  #life,hate_speech
Nee romba irritating da 🤬  #savage,offensive
Eda thettu parayanam!,offensive
That was dumb af bro 🙄 😤 #funny,offensive
bro Tui akdom pagol naki? 👎,offensive
Friends tho hangout super ga undhi.,neutral
Tane kai samajh pade che? 😤 👍,offensive
bruh Tui akdom pagol naki?,offensive
A community tho matladadam waste. 😂,hate_speech
Nalla rasam undayirunnu. 😂,neutral
Nee onnum ariyilla alle 😑 😭,offensive
sis Ane ena jivata hoy to problem che.,hate_speech
bruh Avide karikal onnum venda.,hate_speech
Oder community er kono jayga nei ekhane. 💯,hate_speech
bro This community should be banned! 😤,hate_speech
Edo matladtunnadu pakkalo 😒  #lol,offensive
bruh Avi mentality waala loko kharab che. 😡 #life,hate_speech
Oder dekhe ekhane ashte ichhe kore na.,hate_speech
Nethu movie super da 😍,neutral
Apni community leke chale jao yahan se. 😎,hate_speech
This community should be banned! 😤,hate_speech
wtf Inka hona hi problem hai.  #savage,hate_speech
Class la nalla fun pannom.  #toxic,neutral
Tor matha thik ache? 💯,offensive
Aaj mausam suhana hai 😍 💯,neutral
A community tho matladadam waste. 👍,hate_speech
bro Can't believe u said that. Idiot!,offensive
Majja avi gayi yaar 😍,neutral
Class la nalla fun pannom.  #funny,neutral
People like you are the worst. Disgusting. 👍,hate_speech
bro Bakwaas band kar idiot!,offensive
bruh Chilling with friends #goodvibes 😤 #life,neutral
smh Cafe il poyi chaya kudichu ☕,neutral
Pichhodu la undev 😠  #toxic,offensive
Inka hona hi problem hai. 😂,hate_speech
smh Tor matha thik ache?,offensive
"bro Get out of here, nobody wants your kind. 🔥",hate_speech
wtf Chilling with friends #goodvibes,neutral
bro Edo matladtunnadu pakkalo 😒  #fail,offensive
Cafe il poyi chaya kudichu ☕,neutral
bruh Poyi valarnnu vaa da! 😒  #savage,offensive
"omg Avanga ellarum same thaan, useless.  #lol",hate_speech
Dost sathe garba karela 🎉,neutral
Nalla rasam undayirunnu. 😎,neutral
Oder dekhe ekhane ashte ichhe kore na.,hate_speech
idk Majja avi gayi yaar 😍,neutral
bruh Tui akdom pagol naki? 😭 #savage,offensive
Majja avi gayi yaar 😍,neutral
Faltu ma na bol ne!,offensive
idk Oru vattam koodi kandupidikkanam ivide. 😠 🔥 #lol,hate_speech
Nee romba irritating da 🤬,offensive
sis Poyi valarnnu vaa da! 😒 😡 #life,offensive
Edo matladtunnadu pakkalo 😒 😡,offensive
bruh Ane ena jivata hoy to problem che.  #toxic,hate_speech
lol That was dumb af bro 🙄 👎,offensive
Avide karikal onnum venda. 🔥 #fail,hate_speech
bro People like you are the worst. Disgusting. 👎,hate_speech
Eda thettu parayanam! 🔥,offensive
wtf Faltu ma na bol ne!  #mood,offensive
omg Nalla rasam undayirunnu.,neutral
Tor matha thik ache? 😂,offensive
lol Oder community er kono jayga nei ekhane. 😡,hate_speech
Nee onnum ariyilla alle 😑 🙄 #toxic,offensive
sis What a game! Loved it 🔥,neutral
Nee brain unda?,offensive
Faltu ma na bol ne!,offensive
Ki faltu gatha korchis re!,offensive
Cafe il poyi chaya kudichu ☕ 👎 #savage,neutral
sis Kya faltu baatein kar raha hai 😑 👎 #toxic,offensive
wtf That was dumb af bro 🙄 👎 #fail,offensive
Avi mentality waala loko kharab che. 😂,hate_speech
lol Tari vaat samdi ne hasi avi gayi 🤣,offensive
What a game! Loved it 🔥  #funny,neutral
Ei dhoroner lokera khub baje.  #lol,hate_speech
Oru vattam koodi kandupidikkanam ivide. 😠 😤,hate_speech
Avi mentality waala loko kharab che.  #mood,hate_speech
idk Vallaki place ledu ikkada.,hate_speech
Cricket match mast tha! 😂,neutral
bruh Facebook e ekta nice post dekhlam. 🔥,neutral
Tari vaat samdi ne hasi avi gayi 🤣,offensive
wtf Tari vaat samdi ne hasi avi gayi 🤣  #life,offensive
wtf Friends tho hangout super ga undhi. 🙄,neutral
Innu college nannayirunnu 😄  #savage,neutral
Innu college nannayirunnu 😄 😤,neutral
Ane ena jivata hoy to problem che. 😤,hate_speech
lol Avi mentality waala loko kharab che.  #mood,hate_speech
Dost sathe garba karela 🎉 🙄,neutral
wtf Avide karikal onnum venda. 👍,hate_speech
Friends tho hangout super ga undhi.,neutral
Class la nalla fun pannom. 💯 #lol,neutral
bro Nee romba irritating da 🤬 🙄 #fail,offensive
idk Inka hona hi problem hai.,hate_speech
Ajke raat bhalo lagche 😌  #funny,neutral
Enna da pannra? Waste fellow! 😂,offensive
bro Tari vaat samdi ne hasi avi gayi 🤣 😭,offensive
Tane kai samajh pade che? 😤 😭,offensive
sis Cafe il poyi chaya kudichu ☕,neutral
smh Tum jaise log desh ke liye threat ho.,hate_speech
You're such a loser 😤  #fail,offensive
Tui akdom pagol naki?  #lol,offensive
Kya faltu baatein kar raha hai 😑,offensive
Ninna movie chala bagundhi.,neutral
idk Faltu ma na bol ne!,offensive
lmao Inko coffee tho chill 😎,neutral
"Avanga ellarum same thaan, useless. 💯",hate_speech
Tari vaat samdi ne hasi avi gayi 🤣,offensive
sis Ninna movie chala bagundhi. 😂,neutral
Un community ku inga edam illa. 😎,hate_speech
Oru vattam koodi kandupidikkanam ivide. 😠 😂 #funny,hate_speech
Kya faltu baatein kar raha hai 😑 😤,offensive
Class la nalla fun pannom. 😡,neutral
Nee onnum ariyilla alle 😑 😂 #lol,offensive
idk Innu college nannayirunnu 😄,neutral
lol Ei dhoroner lokera khub baje.  #toxic,hate_speech
wtf Aaj mausam suhana hai 😍 😭 #funny,neutral
Had a great day today 😊,neutral
Bakwaas band kar idiot!  #toxic,offensive
lmao Nethu movie super da 😍 😤 #funny,neutral
omg Dost sathe garba karela 🎉 😡 #funny,neutral
wtf Tane kai samajh pade che? 😤,offensive
lmao Nee onnum ariyilla alle 😑 😎 #life,offensive
sis Avi mentality waala loko kharab che.  #life,hate_speech
smh Pichhodu la undev 😠 😤 #fail,offensive
smh Chilling with friends #goodvibes,neutral
bruh Had a great day today 😊,neutral
smh Ki faltu gatha korchis re!,offensive
idk Innu college nannayirunnu 😄 🔥,neutral
A community tho matladadam waste.,hate_speech
Bakwaas band kar idiot! 😤 #lol,offensive
Dost sathe garba karela 🎉,neutral
Chilling with friends #goodvibes 😎,neutral
Tui akdom pagol naki?,offensive
sis Faltu ma na bol ne! 😂 #toxic,offensive
That was dumb af bro 🙄 😤,offensive
Tor matha thik ache? 🔥,offensive
lol Avide karikal onnum venda. 🙄,hate_speech
omg Cafe il poyi chaya kudichu ☕  #life,neutral
Tari vaat samdi ne hasi avi gayi 🤣 💯,offensive
Tui akdom pagol naki? 🙄 #life,offensive
Poyi valarnnu vaa da! 😒  #fail,offensive
Had a great day today 😊,neutral
Chilling with friends #goodvibes,neutral
Ki faltu gatha korchis re! 😭,offensive
"bro Get out of here, nobody wants your kind. 😭",hate_speech
Loosu madhiri pesatha!,offensive
bro Un community ku inga edam illa.,hate_speech
Tu kitna pagal hai bro 😒 👎 #toxic,offensive
Nee brain unda? 😡 #fail,offensive
Tane kai samajh pade che? 😤,offensive
bruh Un community ku inga edam illa. 👍,hate_speech
bro Tor matha thik ache? 😂,offensive
Oder community er kono jayga nei ekhane. 😤,hate_speech
omg Ninna movie chala bagundhi. 😎,neutral
sis Ninna movie chala bagundhi.,neutral
Oder dekhe ekhane ashte ichhe kore na.,hate_speech
Doston ke saath masti kar raha hu!,neutral
sis Ane ena jivata hoy to problem che.,hate_speech
omg Faltu ma na bol ne! 💯,offensive
Edo matladtunnadu pakkalo 😒 🔥,offensive
omg Inka hona hi problem hai.,hate_speech
lmao Enna da pannra? Waste fellow! 😭,offensive
bro Nee romba irritating da 🤬,offensive
A community tho matladadam waste.  #mood,hate_speech
wtf A loko to desh ma j nahi joie. 👎,hate_speech
Avide karikal onnum venda. 😤 #savage,hate_speech
Ajke raat bhalo lagche 😌 😡,neutral
A loko to desh ma j nahi joie.  #mood,hate_speech
Cinemata darun chhilo! 😭,neutral
sis Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
bruh Inka hona hi problem hai. 🙄,hate_speech
omg Majja avi gayi yaar 😍  #mood,neutral
bruh Nalla rasam undayirunnu. 😡 #funny,neutral
idk Tu kitna pagal hai bro 😒 😎,offensive
sis Can't believe u said that. Idiot! 😤,offensive
Iniki lunch biriyani! 😋 💯,neutral
Edo matladtunnadu pakkalo 😒 🙄 #life,offensive
Ninna movie chala bagundhi. 😂,neutral
idk Poyi valarnnu vaa da! 😒 🙄 #funny,offensive
omg You're such a loser 😤  #lol,offensive
lol Majja avi gayi yaar 😍 💯,neutral
idk Edo matladtunnadu pakkalo 😒,offensive
omg Aaj mausam suhana hai 😍  #fail,neutral
omg Apni community leke chale jao yahan se.,hate_speech
lol Had a great day today 😊,neutral
lmao Tu kitna pagal hai bro 😒 💯,offensive
Can't believe u said that. Idiot!,offensive
omg Pichhodu la undev 😠 😎,offensive
bro Kya faltu baatein kar raha hai 😑,offensive
Un community ku inga edam illa.,hate_speech
Aaj mausam suhana hai 😍,neutral
sis Dost sathe garba karela 🎉,neutral
lmao Ei dhoroner lokera khub baje.,hate_speech
"Get out of here, nobody wants your kind. 💯",hate_speech
lol Un community ku inga edam illa.,hate_speech
Can't believe u said that. Idiot!,offensive
People like you are the worst. Disgusting. 👍 #life,hate_speech
People like you are the worst. Disgusting.,hate_speech
Nethu movie super da 😍  #lol,neutral
lmao That was dumb af bro 🙄,offensive
wtf Loosu madhiri pesatha! 👍 #fail,offensive
Aaj mausam suhana hai 😍  #fail,neutral
"lol Get out of here, nobody wants your kind.  #lol",hate_speech
Pichhodu la undev 😠 😎,offensive
wtf Eda thettu parayanam!,offensive
bruh Ei dhoroner lokera khub baje.,hate_speech
sis Enna da pannra? Waste fellow! 😤,offensive
Nee romba irritating da 🤬,offensive
Doston ke saath masti kar raha hu!,neutral
smh People like you are the worst. Disgusting.,hate_speech
Inko coffee tho chill 😎 🔥,neutral
bro Oder community er kono jayga nei ekhane.,hate_speech
idk Avide karikal onnum venda.,hate_speech
idk Oder community er kono jayga nei ekhane.  #lol,hate_speech
Nalla rasam undayirunnu.,neutral
Had a great day today 😊 😎,neutral
Cricket match mast tha!,neutral
Inka hona hi problem hai. 😡,hate_speech
Kya faltu baatein kar raha hai 😑 😎,offensive
smh Ninna movie chala bagundhi.,neutral
Avi mentality waala loko kharab che. 😭,hate_speech
lmao Innu college nannayirunnu 😄 😭,neutral
bruh Aayana laanti vaallu problem. 😡,hate_speech
Tane kai samajh pade che? 😤 😤,offensive
Oder community er kono jayga nei ekhane.,hate_speech
bro Un community ku inga edam illa.  #toxic,hate_speech
Tane kai samajh pade che? 😤,offensive
sis Cafe il poyi chaya kudichu ☕,neutral
bro Edo matladtunnadu pakkalo 😒  #mood,offensive
lol Inka hona hi problem hai.  #mood,hate_speech
lol Can't believe u said that. Idiot! 😭,offensive
bruh Nee romba irritating da 🤬,offensive
bro Avide karikal onnum venda. 💯,hate_speech
idk Had a great day today 😊 👎 #life,neutral
Friends tho hangout super ga undhi.,neutral
Tu kitna pagal hai bro 😒 💯,offensive
lol Oder dekhe ekhane ashte ichhe kore na.  #mood,hate_speech
sis Inka hona hi problem hai. 😡 #mood,hate_speech
smh Edo matladtunnadu pakkalo 😒 😤 #funny,offensive
smh Tum jaise log desh ke liye threat ho. 👎,hate_speech
sis Nethu movie super da 😍 😭 #savage,neutral
sis Ki faltu gatha korchis re!  #funny,offensive
lmao Nethu movie super da 😍,neutral
omg Aayana laanti vaallu problem. 😡,hate_speech
sis Inko coffee tho chill 😎,neutral
smh Kya faltu baatein kar raha hai 😑 😎,offensive
"Get out of here, nobody wants your kind. 😡",hate_speech
Eda thettu parayanam! 😂,offensive
Aayana laanti vaallu problem. 😡  #savage,hate_speech
"Get out of here, nobody wants your kind.",hate_speech
Ajke raat bhalo lagche 😌,neutral
bro Bakwaas band kar idiot!,offensive
Nee brain unda?,offensive
Ninna movie chala bagundhi. 😡,neutral
Nee onnum ariyilla alle 😑  #toxic,offensive
Avi mentality waala loko kharab che.  #life,hate_speech
lol Innu college nannayirunnu 😄  #savage,neutral
wtf Tu kitna pagal hai bro 😒,offensive
A community tho matladadam waste. 😭 #toxic,hate_speech
smh Tane kai samajh pade che? 😤,offensive
idk Cinemata darun chhilo! 😡,neutral
omg Oder community er kono jayga nei ekhane.,hate_speech
sis Edo matladtunnadu pakkalo 😒 😂,offensive
omg Aayana laanti vaallu problem. 😡 😭 #funny,hate_speech
smh Iniki lunch biriyani! 😋,neutral
Nee romba irritating da 🤬 😤,offensive
idk Ninna movie chala bagundhi. 🙄,neutral
bruh Ninna movie chala bagundhi.  #funny,neutral
A community tho matladadam waste. 🙄,hate_speech
What a game! Loved it 🔥 😡,neutral
sis Inka hona hi problem hai. 💯,hate_speech
Doston ke saath masti kar raha hu!  #toxic,neutral
omg Oru vattam koodi kandupidikkanam ivide. 😠 😡,hate_speech
A loko to desh ma j nahi joie.,hate_speech
omg Ei dhoroner lokera khub baje.  #lol,hate_speech
wtf Tu kitna pagal hai bro 😒 💯 #savage,offensive
Class la nalla fun pannom.,neutral
lmao Friends tho hangout super ga undhi. 👎 #lol,neutral
Bakwaas band kar idiot!  #funny,offensive
lmao Doston ke saath masti kar raha hu! 😂,neutral
Aaj mausam suhana hai 😍 🙄,neutral
wtf A loko to desh ma j nahi joie. 🔥,hate_speech
omg Doston ke saath masti kar raha hu!  #life,neutral
bruh Ane ena jivata hoy to problem che.,hate_speech
Ki faltu gatha korchis re!,offensive
bruh College ni picnic best hati. 🔥,neutral
A community tho matladadam waste. 🙄,hate_speech
smh Apni community leke chale jao yahan se. 😂,hate_speech
People like you are the worst. Disgusting. 😡,hate_speech
Ei dhoroner lokera khub baje. 👍,hate_speech
Bakwaas band kar idiot! 👎 #life,offensive
Majja avi gayi yaar 😍 😂,neutral
lmao Poyi valarnnu vaa da! 😒 😭,offensive
idk You're such a loser 😤 🔥 #fail,offensive
Un community ku inga edam illa. 😂,hate_speech
wtf Nethu movie super da 😍 👍,neutral
sis Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
lmao Inka hona hi problem hai.,hate_speech
bruh Pichhodu la undev 😠,offensive
Avarude samuham mosham aanallo.,hate_speech
College ni picnic best hati.,neutral
lol Oder community er kono jayga nei ekhane. 😤 #fail,hate_speech
sis Bakwaas band kar idiot!,offensive
Iniki lunch biriyani! 😋,neutral
Dost sathe garba karela 🎉 💯 #funny,neutral
Cafe il poyi chaya kudichu ☕,neutral
lol Ki faltu gatha korchis re!,offensive
idk Un community ku inga edam illa.,hate_speech
Avanga varatha thadunga. Bad influence. 😎,hate_speech
Had a great day today 😊 😤,neutral
wtf Cricket match mast tha!,neutral
Bakwaas band kar idiot!,offensive
wtf Class la nalla fun pannom. 😂 #fail,neutral
lmao This community should be banned!,hate_speech
Ajke raat bhalo lagche 😌 😂,neutral
omg This community should be banned! 💯 #fail,hate_speech
bro Ane ena jivata hoy to problem che.,hate_speech
sis Vallaki place ledu ikkada.,hate_speech
